date,long_gross,short_gross,stock_gross,hedge_gross,gross_exposure,net_exposure,turnover,net_XLK_exposure,net_SPY_exposure,net_XLF_exposure,net_XLE_exposure,net_XLV_exposure,net_XLI_exposure,portfolio_vol_scale
2022-07-27,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-07-28,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-07-29,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-01,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-03,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-04,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-08,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-09,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-10,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-11,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-12,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-15,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-16,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-17,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-19,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-22,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-23,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-24,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-25,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-26,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-29,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-30,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-31,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-01,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-02,0.03445492683475485,0.060293500764827604,0.03445492683475485,0.060293500764827604,0.09474842759958246,-0.02583857393007275,0.09474842759958246,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-06,0.03421392362149607,0.059910268385011914,0.03421392362149607,0.059910268385011914,0.09412419200650798,-0.025696344763515844,0.0006242355930744722,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-07,0.038882357550789615,0.06897504329331389,0.038882357550789615,0.06897504329331389,0.1078574008441035,-0.030092685742524272,0.013733208837595517,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-08,0.03993359105186245,0.07163412731354299,0.03993359105186245,0.07163412731354299,0.11156771836540544,-0.03170053626168054,0.003710317521301937,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-09,0.03946300910125655,0.07131985445815743,0.03946300910125655,0.07131985445815743,0.11078286355941398,-0.03185684535690088,0.0007848548059914556,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-12,0.0,-0.0,0.0,0.0,0.0,0.0,0.11078286355941398,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-15,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-16,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-19,0.14684112577489766,0.1450523992282396,0.15020842875747725,0.14168509624566,0.29189352500313726,0.0017887265466580565,0.29189352500313726,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-20,0.06874465874465213,0.0714330412831967,0.0714330412831967,0.06874465874465213,0.14017770002784885,-0.002688382538544573,0.15171582497528843,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-21,0.06875594828740163,0.06980210886884713,0.06980210886884713,0.06875594828740163,0.13855805715624875,-0.0010461605814455072,0.001642221957099066,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-22,0.06786917214147546,0.06849153539556531,0.06849153539556531,0.06786917214147546,0.13636070753704077,-0.0006223632540898472,0.0021973496192079917,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-23,0.06972313598617325,0.0684547278455487,0.0684547278455487,0.06972313598617325,0.13817786383172193,0.0012684081406245523,0.0018907713947143995,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-26,0.07687830575898982,0.07498782158649134,0.07498782158649134,0.07687830575898982,0.15186612734548116,0.0018904841724984855,0.013688263513759222,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-27,0.0801898708507962,0.07777150999971842,0.07777150999971842,0.0801898708507962,0.15796138085051462,0.002418360851077772,0.006095253505033454,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-28,0.14214286536748635,0.13457142238189634,0.13944738004908722,0.13726690770029548,0.27671428774938267,0.007571442985590024,0.1191325526027025,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-29,0.14473543504018238,0.13602145194873014,0.1415475134305191,0.13920937355839338,0.2807568869889125,0.008713983091452236,0.008830800481022999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-09-30,0.14434213470138704,0.13496929918575518,0.14056245226491482,0.1387489816222274,0.2793114338871422,0.00937283551563186,0.0014484322115023152,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-03,0.06532661574822567,0.06020185523843771,0.06532661574822567,0.06020185523843771,0.12552847098666337,0.005124760509787954,0.15455181094849504,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-04,0.06521217911375009,0.0599944180450453,0.06521217911375009,0.0599944180450453,0.1252065971587954,0.005217761068704786,0.00032187382786798974,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-05,0.27977949526477885,0.29142153356136696,0.1940076157137891,0.3771934131123567,0.5712010288261458,-0.011642038296588123,0.4459944316673505,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-06,0.28267786109915805,0.29558591614192065,0.19467168313877442,0.3835920941023042,0.5782637772410786,-0.01290805504276258,0.016210971990496807,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-07,0.3232892949804676,0.31655104972986864,0.27876182085778095,0.36107852385255534,0.6398403447103362,0.006738245250598962,0.1855273170474591,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-10,0.3406263024987635,0.3358915933321446,0.28160018300741557,0.3949177128234926,0.6765178958309082,0.0047347091666189445,0.039222934965903095,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-11,0.3625656757369095,0.37587921317930645,0.3459640734897984,0.3924808154264175,0.7384448889162158,-0.013313537442396946,0.14482140435423396,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-12,0.35181684333285324,0.36721185307568016,0.3384446703395644,0.3805840260689691,0.7190286964085335,-0.015395009742826912,0.02559198144334935,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-13,0.3547173607198667,0.3639834625153856,0.35758373352413453,0.3611170897111178,0.7187008232352523,-0.009266101795519004,0.04567306790387266,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-14,0.3529930558048876,0.3680164690575969,0.36000034586376356,0.361009178998721,0.7210095248624846,-0.015023413252709332,0.03416531126250576,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-17,0.3035372967315745,0.31417533275143955,0.3419972999888865,0.2757153294941275,0.617712629483014,-0.010638036019865016,0.7586656774796233,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-18,0.3678251131246745,0.3716400819806329,0.45301463200295095,0.2864505631023565,0.7394651951053075,-0.003814968855958452,0.2776044799393735,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-19,0.38509897925783415,0.39980913114990224,0.4793837507390738,0.30552435966866254,0.7849081104077363,-0.014710151892068094,0.07147326824714764,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-20,0.1953966452952627,0.2214910675478319,0.30935280026633505,0.10753491257675958,0.4168877128430946,-0.026094422252569197,0.4823147993474581,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-21,0.15095534147921774,0.16329756131913678,0.20395343770047236,0.11029946509788216,0.3142529027983545,-0.012342219839919066,0.1975988621698837,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-24,0.15593380993483905,0.1625669573580614,0.20427031448066485,0.1142304528122356,0.31850076729290044,-0.006633147423222352,0.0072362052615264315,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-25,0.143858938620599,0.1559102828317662,0.19776879504820086,0.10200042640416432,0.2997692214523652,-0.012051344211167186,0.018906396034932285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-26,0.1441272394809647,0.15635455459017372,0.19875265925268043,0.10172913481845802,0.30048179407113845,-0.01222731510920902,0.0025103595002448353,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-27,0.1406376340059666,0.1683315610127421,0.17559860030862523,0.13337059471008347,0.3089691950187087,-0.027693927006775504,0.27431556531651624,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-28,0.14312047375361647,0.17234324318815022,0.1791089414816342,0.1363547754601325,0.31546371694176667,-0.029222769434533752,0.009593154461540895,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-31,0.22004993255150823,0.2544465275682472,0.26366673858928125,0.2108297215304742,0.47449646011975544,-0.034396595016738994,0.16191427182132928,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-01,0.2190248605494749,0.2532755676008931,0.2627645063539781,0.20953592179638988,0.472300428150368,-0.03425070705141818,0.005569286275316934,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-02,0.21935707838728152,0.2536935812461087,0.26306210384725937,0.20998855578613085,0.4730506596333902,-0.03433650285882715,0.0020184997281998077,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-03,0.20135054078612907,0.22043200761966691,0.2465322244083925,0.1752503239974035,0.421782548405796,-0.019081466833537862,0.10727936508607504,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-04,0.20610704290590484,0.22355649776350278,0.25181617614305435,0.17784736452635325,0.4296635406694076,-0.017449454857597926,0.015151964066034163,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-07,0.20500729512113422,0.22333149624510756,0.2495829393266602,0.17875585203958155,0.42833879136624176,-0.018324201123973326,0.010083775986055652,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-08,0.20289188082461312,0.22222322560782,0.24806829406179903,0.1770468123706341,0.4251151064324331,-0.019331344783206895,0.00393313584672467,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-09,0.1930802434656609,0.20408347774657623,0.20212630470521392,0.19503741650702325,0.3971637212122372,-0.011003234280915306,0.06487629303263275,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-10,0.19253270613520668,0.20191927986961275,0.2011775213165878,0.19327446468823162,0.39445198600481945,-0.009386573734406059,0.005355161390074107,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-11,0.1883509957125758,0.18228679663400343,0.2320910617282815,0.1385467306182977,0.37063779234657923,0.006064199078572384,0.09264357042924137,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-14,0.14204779833001852,0.13665225835223724,0.18649443594468118,0.09220562073757459,0.2787000566822558,0.0053955399777812635,0.10453069295492425,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-15,0.05094966328256271,0.035970492374849804,0.08501696244108214,0.0019031932163303747,0.08692015565741251,0.014979170907712905,0.19318892281958455,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-16,0.05071401323001504,0.035474863152825026,0.08510520753873628,0.0010836688441037828,0.08618887638284006,0.015239150077190011,0.0013790695749760773,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-17,0.04890163068293651,0.0340459266118783,0.08112528479641003,0.0018222724984047825,0.08294755729481482,0.014855704071058205,0.0047185263966272525,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-18,0.0488805993011872,0.034547709007251785,0.08023236655094218,0.003195941757496795,0.08342830830843898,0.014332890293935412,0.0022665875045598527,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-21,0.04888292427161004,0.0349947141944302,0.08028453843312738,0.003593100032912848,0.08387763846604024,0.013888210077179844,0.0004493301576012562,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-22,0.04767807498552637,0.035330594171681655,0.0794811034974579,0.003527565659750126,0.08300866915720803,0.012347480813844715,0.001671798009660573,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-23,0.04758798257692565,0.05029347488269089,0.04758798257692565,0.05029347488269089,0.09788145745961654,-0.0027054923057652433,0.07865903014347302,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-25,0.08515401329747278,0.09013931213094778,0.08515401329747278,0.09013931213094778,0.17529332542842058,-0.0049852988334749965,0.07741186796880403,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-28,0.08617482516542387,0.09126412341332056,0.08617482516542387,0.09126412341332056,0.17743894857874443,-0.005089298247896695,0.0021456231503238637,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-29,0.08726326757492242,0.09242824051828823,0.08726326757492242,0.09242824051828823,0.17969150809321066,-0.005164972943365806,0.002252559514466221,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-30,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-01,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-05,0.1564292038188906,0.16730417098808126,0.10146193793878318,0.2222714368681887,0.3237333748069719,-0.010874967169190647,0.32373337480697184,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-06,0.15657080825920872,0.16868514621451383,0.09863685550804646,0.22661909896567609,0.3252559544737226,-0.012114337955305116,0.007172744528224105,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-07,0.10801588748423929,0.11847661147229871,0.07192834692767773,0.15456415202886026,0.226492498956538,-0.010460723988059417,0.09876345551718455,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-08,0.10589920363550534,0.11732266347911947,0.07153655473279673,0.15168531238182809,0.22322186711462483,-0.011423459843614134,0.003270631841913188,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-09,0.1092055401096717,0.1205883586341278,0.07209944934467016,0.15769444939912933,0.2297938987437995,-0.011382818524456093,0.0065720316291746905,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-12,0.1038097625035948,0.1153683995621103,0.07163672126861668,0.14754144079708842,0.21917816206570512,-0.011558637058515495,0.0106157366780944,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-13,0.10440930807135859,0.11586310176392574,0.07189897903853762,0.1483734307967467,0.22027240983528432,-0.011453793692567146,0.0010942477695792263,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-14,0.10524095128994813,0.11637635046568255,0.07196842464576708,0.1496488771098636,0.22161730175563069,-0.011135399175734417,0.0013448919203463625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-15,0.2527800948271557,0.2569797545497524,0.22064157818578523,0.2891182711911229,0.5097598493769081,-0.004199659722596699,0.29813106407937834,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-16,0.25088624839034346,0.2546253226920963,0.2184967549048331,0.2870148161776066,0.5055115710824397,-0.003739074301752854,0.006366018483694835,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-19,0.10301872670635628,0.11286133212030602,0.06802313868254832,0.147856920144114,0.21588005882666234,-0.00984260541394974,0.29920511839039465,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-20,0.09013914176192768,0.0975701707818508,0.05966050294020432,0.12804880960357418,0.18770931254377848,-0.007431029019923124,0.028170746282883827,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-21,0.09012193351777714,0.09755756153400985,0.0596498037586138,0.12802969129317318,0.187679495051787,-0.007435628016232709,2.981749199150105e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-22,0.0,-0.0,0.0,0.0,0.0,0.0,0.187679495051787,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-23,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-27,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-28,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-29,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-30,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-03,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-04,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-09,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-10,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-11,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-12,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-17,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-19,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-20,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-23,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-24,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-25,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-26,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-27,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-30,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-31,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-01,0.07966030271959679,0.07550867291463272,0.07550867291463272,0.07966030271959679,0.1551689756342295,0.0041516298049640715,0.1551689756342295,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-02,0.09151825217557917,0.08916784279980336,0.08916784279980336,0.09151825217557917,0.18068609497538252,0.002350409375775811,0.025517119341153027,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-03,0.09324640407339786,0.08864401342979744,0.08864401342979744,0.09324640407339786,0.1818904175031953,0.004602390643600421,0.00225198126782461,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-06,0.07247255635644448,0.0694862151368908,0.0694862151368908,0.07247255635644448,0.14195877149333527,0.0029863412195536843,0.03993164600986003,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-07,0.07172965792559603,0.06846784904963715,0.06846784904963715,0.07172965792559603,0.1401975069752332,0.00326180887595888,0.0017612645181020875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-08,0.07096733876517701,0.06861173148952349,0.06861173148952349,0.07096733876517701,0.1395790702547005,0.0023556072756535235,0.0009062016003053563,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-09,0.06903547643632006,0.06781569897186734,0.06781569897186734,0.06903547643632006,0.13685117540818742,0.0012197774644527176,0.0027278948465130903,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-10,0.0,-0.0,0.0,0.0,0.0,0.0,0.13685117540818742,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
