date,XLK,XLF,XLE,XLV,XLI
2020-07-01,0.0,5.3615247234658575e-05,0.0,0.0005659446812605684,-0.0016254764427145773
2020-07-02,0.0,-0.00046085799263710474,-9.676803466618115e-05,0.00020113907015686995,0.00029035665579490446
2020-07-06,0.0,-0.0016643594165056288,0.00027155980475026674,-0.00040285798743914744,3.62575792361632e-07
2020-07-07,0.0,0.0006085692888572349,2.2874550734399713e-05,-0.0004167234732806527,-4.029174838293252e-05
2020-07-08,0.0,-0.000443510081085576,0.00019907350310943516,-0.0007035084492240806,0.0
2020-07-09,0.0,0.000706309807043034,-0.0005018405262387087,0.0003855187364336967,-0.0002813233203081164
2020-07-10,0.0,0.000459596912952808,6.70576312799324e-05,0.0008142662024519127,-0.00021166255737314527
2020-07-13,0.00047711546235438206,0.0007584363371890803,0.0008313889677635455,0.000684736368784162,-0.000773420592351858
2020-07-14,0.000264937610208601,-0.0014352063774077427,-0.0006645948397465456,-5.08326839340791e-05,-0.0012179395402149417
2020-07-15,0.0003446567290437997,0.00010787989462654936,4.1497132666087e-05,-3.956008389847784e-06,0.0008642865574455527
2020-07-16,-5.0005824297950196e-05,-0.0008640510843950078,0.0004713001745080227,6.431303023495929e-05,-5.666174927323529e-05
2020-07-17,0.0,-0.0006707722292864361,-0.0003688660368288029,-0.00041286089885382327,0.0009316148081708709
2020-07-20,0.0,-9.342029840870494e-05,0.0007951065157642238,-0.0008252395011119931,0.0006870389384242685
2020-07-21,0.0,0.0009967962233415372,0.0008672907388864186,1.4565848106150157e-05,0.00044539675754650304
2020-07-22,0.0,-0.00012191310765893217,0.00020163806250753048,-0.0007838350594503219,-1.2894509733339606e-05
2020-07-23,0.0007914116562016682,0.0003364347080176933,-0.00040185909824596384,-0.0005875435663409485,-2.9671484354841365e-05
2020-07-24,4.7075763349182034e-05,-0.0001910336710611639,6.753206524211964e-06,0.00020733766306556888,-0.0008080412981090407
2020-07-27,0.0014152920428888646,0.0011261102542586953,-8.404599381850548e-06,2.7916250952120456e-06,-0.00044898355339105517
2020-07-28,0.00012200588916434745,0.00029110562703960177,-0.00023295750213389455,0.0008234088583064681,0.0010926826614908478
2020-07-29,-0.005654499631944356,-0.001036221190447087,0.0004029275057842186,-0.00021816026427293956,-0.00013440788449063318
2020-07-30,0.0001680256296978732,-0.00011925222400049391,-0.0009672033980755318,0.00027808014886033486,0.0008300175220205513
2020-07-31,0.0008237335400904148,-0.0015260121413594788,0.0008510467133497327,0.0003589005666578123,0.00044923827131925474
2020-08-03,-0.0010315988691150923,-0.00012140904913553215,-0.0014279808287691027,0.0008637929319865038,-0.001067411898461394
2020-08-04,0.00013650972166911985,0.0008542070234154799,0.0012977303499404444,0.0005400908003395085,-0.00018373807017906478
2020-08-05,-6.774593491935807e-05,-0.0002660648362028268,-8.063606311250187e-05,-0.00011165258079587543,0.0003765224166176269
2020-08-06,-0.00020420339493517134,-0.0001161414022591117,-0.00014864050728054189,-0.0004377976790337696,0.0008025964277522487
2020-08-07,4.5393138967074715e-05,-0.000956798866260663,0.0017216079687538313,-8.800543953569638e-05,-0.00016830326949460859
2020-08-10,0.0003560345695757484,0.0001611864506187666,0.00047380183518007184,4.024875421751856e-05,2.8202360494767066e-05
2020-08-11,0.0005899366749849175,0.0004981558393929818,-4.363266174055512e-05,-4.5462532544481e-05,-2.6772128688630302e-05
2020-08-12,-0.0008850906741376446,0.00020743102332027193,0.0,0.0006235571925858096,-0.0002428080208603152
2020-08-13,-0.0007874303849157107,-0.0004248332991711547,-0.0011606460717998575,-0.0010054535086056993,-6.060677889874174e-05
2020-08-14,-0.0008294563942545207,-0.0006296684837888483,-0.00012502692477497546,0.00026705143545580957,0.0002028650543191838
2020-08-17,-0.002791468009461328,-0.00023710104680149313,-0.0016023659852554932,0.0001103048055945039,-0.000991585830477622
2020-08-18,-0.0004914714343773207,-0.000570374333876247,0.0007927655033504368,0.0005338841605143923,0.00043385129602489374
2020-08-19,0.00014588113150320508,0.00038117986404508216,-0.00023503187612000512,-8.87633191462633e-05,-0.00021260299812706922
2020-08-20,-0.0007049409263134004,0.0002543108965703919,-0.0004251809186736708,-0.0001388198735054155,9.434411989830083e-05
2020-08-21,-0.0004291917502473012,0.00025818810565644563,-0.00015576003277121346,-0.0010183264517455897,-4.041923757802208e-05
2020-08-24,0.00018805355269899807,-0.00011003828600496019,3.5540808715878175e-05,0.0003331415134135122,0.00018373437487770677
2020-08-25,8.14452911802553e-05,-0.00047917118040616296,-0.000197738242366204,-0.0005494033316716938,0.0010000059655921323
2020-08-26,-0.00042747611264358043,0.0005601369827058962,-0.00023988249282988724,-2.095819119478747e-05,0.0001204745843753815
2020-08-27,-0.0001164720016564091,-0.0002147008923316834,0.0013846082403916374,-0.0005889753157382583,0.0001296357418201898
2020-08-28,0.00043046757802480144,-0.000802235681125474,0.00039492777671640993,-0.0006438397012744504,0.00023762537663769235
2020-08-31,0.00019002919244616578,-3.132655971724431e-05,-5.1515447065696e-05,0.0007251974160819937,0.0001385743563835179
2020-09-01,0.0008829852593075829,-1.7272021048901706e-05,0.0,0.00048320758345188797,-0.000432340893927318
2020-09-02,-4.7997107768379915e-05,0.0002809020387229351,0.0002117525870670224,-0.0009027762425157705,0.0006196446150659427
2020-09-03,0.0,0.00030839550821398743,-0.000252936497598411,0.0008427516058929192,-4.76543141631578e-05
2020-09-04,0.0,0.0003502381569015921,-8.646943399096441e-05,0.0008049927988612579,0.0
2020-09-08,-0.0003566140681239015,-0.00039339948932288376,-0.00020958923524065092,0.0007688711165167327,0.0
2020-09-09,4.83131992944384e-05,-0.0007123347606811038,0.0003584110572462459,-0.00016311761572097006,0.0
2020-09-10,-0.0005682721843208442,0.00034779662252291813,0.0006788558084911847,-5.343599161168305e-05,0.0
2020-09-11,-0.0006877491832795865,-0.00020897516436482608,0.0011953185868795657,0.0,-0.00020011056092639955
2020-09-14,0.0005177872691414218,-0.0007327167211200284,-0.00030725898213849307,0.0,-0.00015001291034477817
2020-09-15,-4.581153891934324e-05,-2.1500996111003626e-05,-0.0006353621448987499,0.0,-0.0008521910714293622
