date,AAPL_SPY,AAPL_XLK,AAPL_QQQ,AAPL_alpha,MSFT_SPY,MSFT_XLK,MSFT_QQQ,MSFT_alpha,NVDA_SPY,NVDA_XLK,NVDA_QQQ,NVDA_alpha,AVGO_SPY,AVGO_XLK,AVGO_QQQ,AVGO_alpha,AMD_SPY,AMD_XLK,AMD_QQQ,AMD_alpha,ADBE_SPY,ADBE_XLK,ADBE_QQQ,ADBE_alpha,CRM_SPY,CRM_XLK,CRM_QQQ,CRM_alpha,CSCO_SPY,CSCO_XLK,CSCO_QQQ,CSCO_alpha,INTC_SPY,INTC_XLK,INTC_QQQ,INTC_alpha,ORCL_SPY,ORCL_XLK,ORCL_QQQ,ORCL_alpha,QCOM_SPY,QCOM_XLK,QCOM_QQQ,QCOM_alpha,TXN_SPY,TXN_XLK,TXN_QQQ,TXN_alpha
2020-04-01,-0.1371397750126132,0.9862995187454122,0.14614393573782603,-0.0005552075206414092,-0.15845651550379283,0.726177337078468,0.5396155645922,0.00205086830213693,0.02593630861446321,0.2993566585312277,1.0600857854791097,0.0047073561027638385,2.1865273928978364,-0.9552410704258518,0.22779735940708426,0.0017138099004962238,-0.07403384290856801,-0.12724024425046487,1.459393894843069,0.0011857140131072762,-0.07553689223662714,0.12716500760330596,1.1017832978289284,0.001477228531726933,-0.15599097181368074,-0.31341288646823057,1.5653675790664896,-0.0006265209959559011,-0.21132860466013204,0.9810241500328106,0.11402829743043714,-0.0014955982219748607,-0.7410955977538359,0.920365327207624,1.0346777456856568,-0.00035645855778248473,-0.4632453655196157,1.012965972291395,0.3549359932905673,-0.000465246362257949,0.734436020972043,0.17964816221456653,0.24670407031971747,-0.0005529113721778685,-0.16457780888967316,-0.1637003242661158,1.4663791236270545,-0.0022238557322373427
2020-04-02,-0.19356302602961067,1.210812486897648,-0.055526957338416866,-0.0011154876884650559,-0.1811573860265648,0.8038339899561301,0.465109645262011,0.00209913633221035,0.04870313384562574,0.23007009982203808,1.130309076842797,0.004473300698497888,2.2557489538830597,-1.2284108175341997,0.4740251175896798,0.002352176022288044,-0.028814222109011214,-0.3132660654768952,1.624209372939115,0.0017663383776211942,-0.0693897683708648,0.10799982585712076,1.1209833308430972,0.001423915043920798,-0.24113230369633307,0.039473005609812706,1.2536703060215983,-0.0017765231060728123,-0.26837466508992197,1.18781894112225,-0.07929765236464474,-0.001625868634634185,-0.7575753234645648,0.973388142003303,0.9823446226777801,-0.00024902022782735504,-0.5344060976444399,1.248332483495682,0.12560250493078767,-0.00013975778525579389,0.746569867407358,0.10972554624449565,0.30140063513388277,3.4971481423072374e-05,-0.12446125006482686,-0.33610735151284865,1.616454884539057,-0.0015494870136506496
2020-04-03,-0.2580833617081862,1.4116968593568222,-0.22307822062928764,-0.000987826378442838,-0.25334882187769264,1.028505346875668,0.2777395379973923,0.002241213052515105,0.08276044866567456,0.16555133635203578,1.1750829941380594,0.004732335884918409,2.332775345497909,-1.4143752561827685,0.6174067206764545,0.0026231990886262553,-0.03953116063266657,-0.3008604928753712,1.6184258752539655,0.0016227422513581287,-0.09974038197382538,0.1612682143468307,1.0855297575439848,0.0011598292755049357,-0.215641290568865,-0.09717804864002955,1.3801181319375195,-0.002277332920377759,-0.3072078707833736,1.3770589585831272,-0.25201353209564076,-0.001011800290282705,-0.8240066899811267,1.2617873771572226,0.724042389805758,0.0005236862483259735,-0.5759007338569512,1.396327623704632,-0.0019288118409349691,9.016117423553101e-05,0.8395331400821598,-0.18247282742409748,0.5457141843774167,-0.00017064147976119087,-0.012674218869931008,-0.614103406391244,1.8330711185130515,-0.0012199104979876431
2020-04-06,-0.2550289999768478,1.4042305812874178,-0.21842657963351914,-0.0010423994298936483,-0.2514593268897414,1.0272277343572203,0.2763609813405755,0.002289948344024402,0.06966896629567633,0.17671696713775775,1.1816872201403215,0.004451794498873765,2.3242630414196808,-1.3842527335462582,0.5925776628038506,0.003005269423775031,-0.055020140352645394,-0.28013243892914863,1.6166632734189168,0.0014764371861619328,-0.10147457947011398,0.14950913173447022,1.1032679957083256,0.0007958107993128274,-0.2117077921535796,-0.0934694846142321,1.369136102379675,-0.002018642102355905,-0.31331266807397995,1.3907840506310318,-0.2597849364868851,-0.0009323001620842992,-0.8297289345768722,1.289883783276936,0.6973555267204515,0.000974273809330211,-0.5819948687442539,1.418331705775234,-0.02026334124610549,0.0003745260131056418,0.8300122726324581,-0.17636791650067096,0.5530844211525443,-0.00042442733952172563,-0.014912949308954671,-0.6098554430279035,1.831221510622956,-0.0012101447674029986
2020-04-07,-0.25349357866467664,1.3962030766958775,-0.21072676408578236,-0.0011795683416396673,-0.2339669432345987,0.9927046981060824,0.2840043332162592,0.002039732322491858,0.07763206129518972,0.16351062045975784,1.1816367185095598,0.004395745847952215,2.3267653931532073,-1.3812436085031297,0.5824919550339479,0.003152704003879797,-0.07529288604995,-0.24490284187194622,1.6145295336788155,0.0016562078256524674,-0.10330003759190111,0.15497166379049843,1.0998544125674596,0.0008647987289938184,-0.2338879364100738,-0.051209354445421185,1.3615749371551469,-0.0017362908245261413,-0.30140223055923904,1.3739021591526344,-0.26389860123427633,-0.0009499462973799212,-0.8075009499563113,1.2497991653512797,0.701744776054406,0.0007435694361915708,-0.5470018089730396,1.3510101966238721,-0.007421756347812116,-8.58890648022287e-05,0.8247184075202145,-0.1683939657324893,0.5542511679763918,-0.0004057392331680838,-0.025633666698948024,-0.5904402657290397,1.8289890970719656,-0.0010969821754469328
2020-04-08,-0.24914434909274205,1.3799653497364412,-0.19626249822080097,-0.0012263750437272142,-0.24172873362969596,1.0172240611585242,0.26338964513789587,0.0020414334649669235,-0.015644953935300403,0.41124827443549183,0.9886071517577312,0.0035550715771256146,2.2963176095264277,-1.2813063510941796,0.4972492667652568,0.003228255660363359,-0.07766294258579529,-0.2261268408476942,1.5950731380409564,0.0018639011242641448,-0.179488389043708,0.36031772031226506,0.9386969479790387,0.00023309829702783868,-0.2716391759044772,0.04413391775338038,1.2891896321326848,-0.002166849247620687,-0.31501347357337145,1.4117871658154808,-0.2940881679560252,-0.001040789866036369,-0.7796279131525943,1.1783386307503845,0.7564313761067011,0.0010419149556098004,-0.5512105073273155,1.359927354841478,-0.013495417660379483,-0.00016531162321000836,0.8789946866454188,-0.32116265568109076,0.6766151784940704,-7.465577423701247e-05,-0.09360578131585238,-0.40227474614188485,1.6794233330023638,-0.0015694572181616131
2020-04-09,-0.23618937675553486,1.3772424721618028,-0.20694628706928278,-0.0013255786441440198,-0.29359821733702934,1.0318480341433403,0.29462347675031253,0.0017561132986611864,-0.021659583282106185,0.4142496962383305,0.9881799872347126,0.003282564599740166,2.220762591075051,-1.259576646089755,0.5414187435306702,0.002734186464547379,-0.08479372351381446,-0.22460514900141637,1.6008826468543726,0.0019142984014296057,-0.16942454266513543,0.3577014487463557,0.9319512152877425,0.0002479119954131733,-0.19546764605650155,0.02296956214137902,1.2423567218764449,-0.00180493070462129,-0.2900787141934177,1.4052958336964383,-0.310773533622923,-0.0010024163538132514,-0.8223308696465699,1.1898442973399437,0.7838011698519676,0.0009049219851195057,-0.531218970827803,1.3529223023516503,-0.021289215449454616,0.00019563296650378808,0.7996150670623514,-0.29828231387278625,0.722863364711809,-0.0006030275595934206,-0.05438714427223221,-0.415104069464131,1.6613027391469317,-0.0010287734446198953
2020-04-13,-0.1841953073542865,1.329728777051622,-0.20406926231243555,-0.0009501315563761503,-0.28285663378685033,1.0222539334809788,0.2948940536993854,0.0018566335919248272,-0.08163796230172922,0.4720496046410756,0.9804977305297095,0.0031588128893565237,1.9631451693705262,-1.0223637205654799,0.5245447790421199,0.0010596206309207447,-0.12093556590877773,-0.1900210344807668,1.596611044703737,0.0018143768768126478,-0.1496445271935725,0.33905945815704586,0.9338723633116803,0.00033213677292963915,-0.09631077207718429,-0.06891077431854764,1.2496937840628108,-0.0012201049162113287,-0.32062013357430375,1.4334354457745304,-0.31279912252999387,-0.0011991606827978576,-0.9078293033623656,1.2689049695165846,0.777713418750874,0.0003837333119145465,-0.4363094860885708,1.2633053136090149,-0.011825839765973392,0.0005823791640218752,0.6615909704312694,-0.16972994361117352,0.7116914601395823,-0.0013491107526142718,-0.15246535850268744,-0.32522724452111396,1.6555107224126766,-0.0017111162970499117
2020-04-14,-0.22603317221621225,1.2699781061161715,-0.09068549697262233,-0.0006538753730792571,-0.26607388300615165,1.04765001903983,0.2476546053875382,0.0016956159044811505,-0.10130610885170763,0.4379103418513901,1.041244636129382,0.0034768080843545464,1.886927865525149,-1.1397283368795808,0.7415770413103394,0.0018508529961861375,-0.20250460945056808,-0.2971879433436121,1.806194037060503,0.0021164882799849342,-0.13066055917183914,0.3608503134403813,0.8889718904510762,0.0003548945482296528,-0.02864507021508259,0.01945346553256111,1.0764937432104908,-0.0014548823630782003,-0.32065226788195583,1.436758743479138,-0.31685778734101516,-0.0012984590441297331,-0.9204196570670495,1.2458912678542897,0.8180270435332047,0.0006215555575474255,-0.4066956396819124,1.3011261423251024,-0.08657868501535573,0.0005047887418173233,0.6080703636051877,-0.24909242284619423,0.860338126772432,-0.0008836612495682445,-0.10514695664167756,-0.26786052796418514,1.5398387783285252,-0.0017445482274178992
2020-04-15,-0.23694600990563383,1.2490607377917726,-0.0514988157632525,-0.0005236415943842209,-0.2661547716566596,1.0413232543946018,0.2551030576605046,0.0016667259547226846,-0.0879198635979707,0.4798505500093092,0.9742924276728382,0.0033958192165793348,1.9038559986640837,-1.1115360435111334,0.6857251255967689,0.0016282494456907113,-0.21671686219008932,-0.35786408723069885,1.8960060909682341,0.0021243598381647842,-0.14763906180285133,0.3382004070150497,0.9384646142982951,0.0006053771648732723,-0.014843654273150823,0.0492494224655845,1.0230586247534583,-0.0016034224229583647,-0.3199643419194293,1.413887866820223,-0.2912729803799463,-0.0014236836664429237,-0.8878605740975044,1.3307588517986197,0.6750627845506625,0.00034164137976647885,-0.38273248844942925,1.3573940040405827,-0.18461530283598926,0.0002688126435429139,0.5967170269343485,-0.31154894107868675,0.9483046327153103,-0.0009450289566135298,-0.08021049140899929,-0.21116806555335788,1.4399784044528154,-0.001999110667240645
