date,AAPL_XLK,AAPL_alpha,MSFT_XLK,MSFT_alpha,NVDA_XLK,NVDA_alpha,AVGO_XLK,AVGO_alpha,AMD_XLK,AMD_alpha,ADBE_XLK,ADBE_alpha,CRM_XLK,CRM_alpha,CSCO_XLK,CSCO_alpha,INTC_XLK,INTC_alpha,ORCL_XLK,ORCL_alpha,QCOM_XLK,QCOM_alpha,TXN_XLK,TXN_alpha
2020-04-01,0.9923820746536498,-0.0003154125996449003,1.048595749024724,0.0023304967454688126,1.2235012793037026,0.004669516655107683,1.1236960312533,-0.002091765721763391,1.050392597049532,0.0013246985308571812,0.999293373795151,0.0016163606424972957,0.8837076663379251,-0.0003441021497865471,0.8958235679277665,-0.0011268485998548214,1.1615847512736277,0.0009410709837520679,0.9155034397416671,0.00034380054112728925,1.022720073507353,-0.001829996726482229,0.9418104160642782,-0.0019271691828410572
2020-04-02,0.9961749193114666,-0.0007098836340323138,1.0438675604487693,0.002334018496524262,1.2359825595339993,0.0040587902686035566,1.1253542116613426,-0.002326218471568339,1.046802189212687,0.0013697995068965437,1.0038967915432642,0.0012499921320467135,0.9000820048923867,-0.0016414936843475148,0.8882550160878152,-0.0010628531417030546,1.1562935447511524,0.00100267192229155,0.8935666763476882,0.0009020062802100165,1.0119644361016196,-0.001553853796853424,0.934684377995879,-0.0017511104091587483
2020-04-03,0.9972566221407625,-0.0005231915115562081,1.046113518703236,0.0026556610496861754,1.2414187345699197,0.004490779143950541,1.136289874695023,-0.0014592243366591201,1.047780361916823,0.0015552989087467702,1.0023397049322753,0.0012411141856893133,0.8951004057892289,-0.002020499778916121,0.8952906460892492,-0.00045985968061083154,1.1658527107362708,0.0018866998241953972,0.8952296775898014,0.0010853812326851405,1.0119179302019914,-0.001666983714071626,0.9412407457605766,-0.0013517615563857755
2020-04-06,0.9962898899880865,-0.0005978694364823169,1.0453267435848492,0.002692539915516535,1.2472559097676592,0.004248861058846301,1.1385115286807375,-0.000944503190365778,1.0540587317626955,0.0014514930978524257,1.0045534900465622,0.00088623942948676,0.8932141377963415,-0.0017622393032839497,0.8969309612067471,-0.0003868002007155454,1.1662158034366423,0.002318269850614621,0.8961470737991383,0.001354242355851848,1.0164186482439432,-0.0018597239491457331,0.9425313666577401,-0.0013180871216701556
2020-04-07,0.9970587249287757,-0.0007249842751124291,1.033079612076978,0.0024261525262861015,1.2400686448735747,0.004179144723777447,1.1276647176497696,-0.0009261910524275942,1.0692770004893972,0.0016750491053706084,1.005263707634832,0.0009679050092096248,0.9097835435977139,-0.0014246546613040836,0.8879209833624457,-0.000408524262674887,1.1512698530089593,0.002096528722625675,0.8718322357053853,0.0008640507455201233,1.017993741784304,-0.001875589719524698,0.9498748999613446,-0.0011791902453461372
2020-04-08,0.9971876922416749,-0.0008456370926752232,1.0333158526358426,0.0024383555474925063,1.2418355466766287,0.003639670822978126,1.1267470891771039,-0.00036046808322060626,1.0687091220871519,0.0020830101350448734,1.006767367556922,0.0005728797877358575,0.9102471957521816,-0.0016605911034946034,0.8885874645214931,-0.0005621772891420034,1.1507828564362141,0.0023164327825180436,0.8722860560465415,0.0007025484725133656,1.01579895129634,-0.0014188783777911579,0.9508108825511042,-0.0013201086171318625
2020-04-09,0.99587196580557,-0.0010135976322833574,1.0286880705946082,0.0021538326682390883,1.238677315283427,0.0033292554848164046,1.1278929851840218,-0.0002244164869282107,1.0678979161591404,0.0020563753125034815,1.0060319275283707,0.0004910995067466571,0.913586642411819,-0.0015213608600069557,0.8886062592892031,-0.0006202695519443246,1.1456661815058213,0.0020181395668700313,0.8741704861258011,0.0009052903527203612,1.011826974346613,-0.0016588344565101887,0.9553186422168837,-0.0009262539869454164
2020-04-13,0.9958151566972389,-0.0007495429606565655,1.028532017361528,0.0021873796397713394,1.2379097544699302,0.0032877100840143737,1.128143402113428,-0.001139876839687463,1.067491229452409,0.0020107032454233687,1.0061419849456015,0.0005361655626897695,0.913931355652006,-0.0010645690773743847,0.888400849419967,-0.0008484215811327468,1.145057147052152,0.001438962022517512,0.8747433231287103,0.0010751299683671974,1.0114570425598959,-0.002070377762185607,0.955195052515445,-0.001476949946259309
2020-04-14,0.9965888731690414,-0.0003703857356574616,1.0283693769548292,0.002098430711391072,1.2389364420849411,0.0038148261725481454,1.1293253878933665,-0.0005187380768549008,1.069097575639633,0.0027385055185574444,1.0064375718228327,0.0007023332158139126,0.9135686411369426,-0.0012068064685334945,0.8882603940125788,-0.0009329983397738581,1.1461790468369517,0.002007456657307824,0.8746046482358218,0.0010297986848355608,1.0125463647777138,-0.0015261108113420179,0.9554613653163027,-0.0013041902659955695
2020-04-15,0.9999109173216981,-0.0002125366943434182,1.0295511068073555,0.0021273802100724836,1.238406004292182,0.0038642359163361104,1.12333068715902,-0.0007748470479564528,1.07883327110158,0.0030993383385818224,1.014387793527761,0.0011440853330392554,0.9128147213150037,-0.0012192688593808323,0.8874969278892865,-0.0010823638520022732,1.1407763018734363,0.0018158165784727927,0.8680578063165365,0.0007352911826299226,1.0171707403601074,-0.0014376324635973275,0.9529913099530225,-0.0013759419271354872
2020-04-16,0.9972459173376214,-7.441398091774304e-05,1.0280268155653383,0.0023495491611320485,1.2370067728533505,0.004248351922026732,1.1257749673746584,-0.0009730582629406746,1.0740087512151753,0.0032418666448391885,1.0146089783800205,0.0010149527944083065,0.9119389890746988,-0.0009625598849242432,0.8895529390502045,-0.0011412354548233736,1.142740193044678,0.0018838049182153987,0.8684742455393107,0.0009813166284171337,1.0136483431483085,-0.0020269485197143486,0.9533290852194429,-0.0015667613889043437
2020-04-17,0.9968208307233997,-3.792453195649377e-05,1.029866463110712,0.0026909843713672447,1.24059113690671,0.004888787357017232,1.1246569175445804,-0.0011158996291636772,1.076275780205377,0.0035659451638033217,1.016627443331178,0.0012952405096951175,0.9116372732227436,-0.0012766121529974015,0.8883666931348654,-0.0012618107082590314,1.1445603883037223,0.0019196674347471,0.868296297589497,0.0009410945020333572,1.013896529169101,-0.0018106796583061261,0.9559202021259529,-0.001136627420521448
2020-04-20,0.993381969878651,-0.000489441780142577,1.0293996156260163,0.0027520882587000446,1.2368592378861114,0.004408553462578023,1.1260569129959865,-0.001069229746921242,1.0732038230794345,0.003162988010369045,1.0154779064385047,0.0011965513940631956,0.9154195919648624,-0.0006088301331834999,0.8898708616362361,-0.0011012523006063734,1.1401630541875956,0.0010223854023677082,0.8694690018670147,0.001238659286366841,1.012093718407691,-0.001844488122920244,0.9561826639988195,-0.0012819304982915566
2020-04-21,0.9939214218995291,-0.0006728258904832713,1.0301605159884173,0.002571690366516536,1.2371632818463394,0.004225098774356839,1.1272092734892463,-0.001629269685460814,1.0705785255341824,0.003441680639863653,1.013258451878458,0.0014000840487029234,0.9133680169723757,-0.00033266660254930116,0.887734393704096,-0.0008411918509437012,1.1404277181792644,0.0008193696442589363,0.86948914158378,0.0011563695116258376,1.012942867578934,-0.0018302953891220935,0.9563066881614308,-0.0014580723675161615
2020-04-22,0.9899244082904983,-0.0004267047287559822,1.0308672193441257,0.0027960072078837867,1.242646091599077,0.004255256496505991,1.1240341521432817,-0.0017336446405635943,1.0825175324198668,0.0034734588859355324,1.0151933491274308,0.001382452291521327,0.9268277019072214,-0.000907302469638287,0.8910017493416621,-0.0009276202521243549,1.138248818678541,-0.00046407844136284486,0.8747602060259225,0.0012631269703299412,1.009808088868944,-0.0012250219018442748,0.9574161126058413,-0.000998346468908509
2020-04-23,0.9859752859585293,-0.00048250522393511333,1.0290793949714712,0.002568075842115292,1.2424187861069516,0.004670317263846999,1.1230691206550674,-0.0012966776847388366,1.0862643052145273,0.0036460919412455656,1.011707765332,0.0009334668018609856,0.9262854871135345,-0.0013436528799781902,0.8886741119638615,-0.0008821638521419686,1.1428904175011356,0.00013020884510734428,0.868309570227926,0.0010917023596942867,1.0096760067662214,-0.001129966419995407,0.9596823920650226,-0.0006529779805097974
2020-04-24,0.9841012622370415,-0.0005909165733974087,1.0298861415250062,0.0024864536881226687,1.2419308216485117,0.0045488688071782775,1.121141133009233,-0.0013764087186459834,1.0858965180170845,0.003683103100358449,1.0112831372156104,0.000931730477294474,0.9274275979683776,-0.0014025141265494982,0.8902387282164487,-0.0006574618228640354,1.1428674493524247,-8.015756528710876e-05,0.8688893334146399,0.001129052619799813,1.0087940746689752,-0.0012892789166429543,0.9606606669700735,-0.0006923082343233179
2020-04-27,0.9850579131250068,-0.0007622169924718421,1.0283710834180584,0.0022119422836667127,1.2404063002417032,0.004654014930117611,1.1213421799580259,-0.0013037874525786695,1.0841609634926241,0.004457764982212319,1.0123845303968746,0.0011917098133118554,0.9270420953857058,-0.0013423987225594986,0.8914774462928848,-0.0003189352952647569,1.139605470438256,-0.00012927188711020694,0.869266233994119,0.0012746140395976135,1.0111045664069411,-0.0009261720930319414,0.9636328719009295,-0.00013160891150021782
2020-04-28,0.9852544675809745,-0.0007248507450485148,1.025728838300282,0.001697624423972739,1.242523025132741,0.005065948085787739,1.1231596071001724,-0.0009504872717002991,1.0823648411416615,0.0041082821125742386,1.0122471678708111,0.0011653742960001114,0.9272281234089988,-0.0013044087252198665,0.8922232072355989,-0.0001736130237746528,1.1397394325823673,-0.00010395412836616499,0.8696795873382767,0.0013546149356776982,1.0114897971091463,-0.0008523647526792609,0.9657695832078592,0.0002839475269044041
2020-04-29,0.9815892906660526,-0.000482979021098054,1.0297632677463722,0.0012930169905592606,1.2412005751206512,0.00508992301162193,1.122909037485196,-0.0009138924045622835,1.0805626461424556,0.004173598712021243,1.018086541568604,0.00045752537410239996,0.929923887094949,-0.0015580554426679774,0.891835203128581,-0.00015651888680149988,1.13778238065229,6.584804059973004e-05,0.8704390329421201,0.0013643982868060292,1.0110450755664262,-0.0007724690995225263,0.9648947659150705,0.00034027172660355094
